ScripCode,Symbol,NSE Exclusive,Status,Series,GSM,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Unsolicited_SMS,Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Filler4,Filler5,Pledge,Add-on_PB,Total Pledge,Social Media Platforms,ESM,Loss making,The Overall encumbered share in the scrip is more than 50 Percent.,Under BZ/SZ Series,Company has failed to pay Annual listing fee,Filler12,Derivative contracts in the scrip to be moved out of F and O,Filler13,Filler14,Filler15,Filler16
NA,THESL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,THOMASCOTT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TIL,N,A,BE,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TIMESCAN,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TIMESGTY,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TNTELE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,TOKYOPLAST,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TOTAL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TOUCHWOOD,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TPHQ,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TPLPLASTEH,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,TRANSWIND,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,TREEHOUSE,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,TREJHARA,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,TRU,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,TRUST,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TVSELECT,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,UMAEXPORTS,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,UMESLTD,N,A,EQ,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,UNILEX,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,UNITECH,N,A,BZ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,100,,100,,,,
NA,UNITEDPOLY,Y,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,UNIVASTU,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,URAVI,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,URBAN,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,UTSSAV,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,UWCSL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,V2RETAIL,N,A,BE,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VAKRANGEE,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VASA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VASWANI,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VCL,Y,A,BE,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VEEKAYEM,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VELS,Y,A,SM,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VERA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VERANDA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VERTEXPLUS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VERTOZ,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VETO,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VHLTD,N,A,BE,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VIAZ,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VIJIFIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VILAS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VINNY,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VINYAS,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
NA,VIPULLTD,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VISHNUINFR,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VITAL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VIVIANA,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VIVO,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VLEGOV,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VLINFRA,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VMARCIND,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VR,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,VSCL,Y,A,SM,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WANBURY,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,WEALTH,Y,A,BE,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WEBELSOLAR,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WEWIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WIPL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WOCKPHARMA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,WOMANCART,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,YAARI,N,A,EQ,0,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,YUDIZ,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZAGGLE,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZEELEARN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZEEMEDIA,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZENITHDRUG,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,ZENITHEXPO,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,ZODIAC,N,A,BE,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZODIACLOTH,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZTECH,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,63MOONS,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AAATECH,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AADHARHFC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AARTECH,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ABDL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ABMINTLLTD,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AETHER,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGNI,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKUMS,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARROWGREEN,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARVEE,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASHOKAMET,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,ASIANENE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASKAUTOLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASMS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASTRON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,AUSOMENT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AWHCL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AWL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAGFILMS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAHETI,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJHFL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANSALWIRE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHAGCHEM,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIKAJI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLBLIMITED,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLUEJET,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLUEPEBBLE,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BMETRICS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BRNL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BYKE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CEIGALL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CGRAPHICS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHEMFAB,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CMRSL,Y,A,SM,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CUBEXTUB,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,DHANI,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,DHUNINV,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,DKEGL,Y,A,SM,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,EDELWEISS,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,EMCURE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,EMMIL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,EXCEL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,FLAIR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GENCON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GEOJITFSL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GICL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GLS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GOLDIAM,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GOPAL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GROBTEA,Y,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GSS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,GVPTECH,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HAPPYFORGE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HAVISHA,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HECPROJECT,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HINDZINC,N,A,EQ,100,100,100,100,100,100,100,,,1,100,100,100,100,100,100,100,100,,100,,,,
NA,HIRECT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HMAAGRO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HPIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,HPL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,INDSWFTLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,JSLL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,JSWINFRA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,JUNIPER,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,JYOTICNC,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,KAPSTON,Y,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,KODYTECH,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,KRIDHANINF,N,A,EQ,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,KRITI,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,LPDC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,MAANALU,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,MADHAV,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,MANAKSTEEL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,MAXIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,MTNL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,NDGL,Y,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,NDRAUTO,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,NEOGEN,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,NETWEB,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,NITCO,N,A,EQ,100,2,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,NITIRAJ,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,OMAXAUTO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ORIANA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,OWAIS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,PAVNAIND,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,PKTEA,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,PNGJL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,PRAKASHSTL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,PRAMARA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,PREMIERPOL,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,PRITIKAUTO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,RAMASTEEL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,REMSONSIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,REVATHIEQU,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ROML,N,A,EQ,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ROUTE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,RUSTOMJEE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SAIFL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SALSTEEL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SANGANI,Y,A,ST,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
NA,SARTELE,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SARVESHWAR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SECMARK,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SECURKLOUD,N,A,EQ,0,100,100,100,1,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,SHALPAINTS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,SHANTI,Y,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,SHARDAMOTR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SHEETAL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SHIGAN,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SPECTRUM,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SRHHYPOLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SUVIDHAA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SUZLON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,SVPGLOB,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,SYNCOMF,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TBZ,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TECHNOE,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,THOMASCOOK,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TIRUPATI,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,TRF,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,UNIINFO,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,VERITAAS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WALCHANNAG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WALPAR,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WELINV,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,WINDMACHIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,XELPMOC,N,A,BE,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,YUKEN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ZENTEC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,360ONE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,3IINFOLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,3MINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,5PAISA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AARON,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AARTIDRUGS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AARTIPHARM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AARVI,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AATMAJ,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AAVAS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ABREL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ABSLAMC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ABSMARINE,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACCELYA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACCENTMIC,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACEINTEG,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ACLGATI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADANIENSOL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADANIGREEN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADANIPOWER,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADFFOODS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADORWELD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADROITINFO,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADSL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADVANIHOTR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ADVENZYMES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
