607,SGBMAY28,IN0020200088,8097.26,10
608,SHRIPISTON,INE526E01018,2246.75,20
609,NATIONALUM,INE139A01034,225.17,20
610,KSCL,INE455I01029,898.35,20
611,MEDIASSIST,INE456Z01021,644.95,20
612,BHARTIARTL,INE397D01024,1701.15,9
613,DALBHARAT,INE00R701025,1835,20
614,BEPL,INE922A01025,153.35,20
615,SILVER,INF209KB19F6,92.03,20
616,STAR,INE939A01011,1643.3,20
617,PRAJIND,INE074A01025,802.45,20
618,AKUMS,INE09XN01023,913.85,20
619,MRPL,INE103A01014,168.78,20.67
620,LIQUID1,INF174KA1LV5,1013.8,5
621,DCW,INE500A01029,103.15,22.18
622,BHARATFORG,INE465A01025,1471.1,20
623,VEDL,INE205A01025,472.15,20
624,GPIL,INE177H01039,187.7,20
625,WONDERLA,INE066O01014,889.6,20
626,AMBUJACEM,INE079A01024,571.25,20
627,VOLTAS,INE226A01021,1834.6,20
628,NAM-INDIA,INE298J01013,707.6,20
629,CANFINHOME,INE477A01020,857.6,20
630,SILVERIETF,INF109KC1Y56,92.14,20
631,MAPMYINDIA,INE0BV301023,2155.65,20
632,DLF,INE271C01023,861,20
633,CARBORUNIV,INE120A01034,1468.4,20
634,NESCO,INE317F01035,958.25,20
635,SGBJUN27,IN0020190073,8150,10
636,MAHSEAMLES,INE271B01025,605.95,20
637,VBL,INE200M01039,588.4,20
638,BALAMINES,INE050E01027,2199.7,20
639,NAVINFLUOR,INE048G01026,3330,20
640,SGBJUL29IV,IN0020210111,8151,10
641,JMFINANCIL,INE780C01023,155.95,20
642,CEIGALL,INE0AG901020,376.6,20
643,SIGACHI,INE0D0K01022,51.08,20
644,LIQUIDIETF,INF109KC1KT9,1000,5
645,LALPATHLAB,INE600L01024,3312.7,20
646,JKPAPER,INE789E01012,498.85,20
647,INDIACEM,INE383A01012,362.4,20
648,BLUEDART,INE233B01017,8311.2,20
649,RELIGARE,INE621H01010,270.8,20
650,HITECH,INE106T01025,185.87,20
651,APTECHT,INE266F01018,205.45,20
652,MOM100,INF247L01023,62.64,6.03
653,KOLTEPATIL,INE094I01018,409,20
654,RALLIS,INE613A01020,356,20
655,FINEORG,INE686Y01026,5111.15,20
656,CIPLA,INE059A01026,1558.7,9.21
657,LXCHEM,INE576O01020,282.3,20
658,GREENPLY,INE461C01038,388.75,20
659,TEJASNET,INE010J01012,1125.4,20.16
660,DEEDEV,INE841L01016,254.85,20
661,MANAPPURAM,INE522D01027,177.33,20
662,STLTECH,INE089C01029,121.13,20
663,LIQUIDADD,INF740KA1UM0,1036.05,5
664,TCS,INE467B01029,4109,9
665,EIDPARRY,INE126A01031,806.6,20
666,PNBGILTS,INE859A01011,117.43,20
667,LLOYDSME,INE281B01032,1001.35,20
668,DWARKESH,INE366A01041,69.34,20
669,HUDCO,INE031A01017,217.12,24.23
670,SGBFEB28IX,IN0020190545,8484,10
671,POWERMECH,INE211R01019,3233.35,20
672,ADANIGREEN,INE364U01010,1733.55,20.46
673,IDFCFIRSTB,INE092T01019,71.74,20
674,AWFIS,INE108V01019,749.3,20
675,BAJAJ-AUTO,INE917I01010,10119.45,11.33
676,WELENT,INE625G01013,544.45,20
677,PRICOLLTD,INE726V01018,461.65,20
678,JKLAKSHMI,INE786A01032,806.65,20
679,PRSMJOHNSN,INE010A01011,184.26,20
680,GANDHAR,INE717W01049,242.49,20
681,CIGNITITEC,INE675C01017,1395.1,20
682,GRAVITA,INE024L01027,2498.85,23.9
683,BHEL,INE257A01026,254.2,20
684,USHAMART,INE228A01035,418.95,20
685,BOSCHLTD,INE323A01026,36484.9,20
686,BIKAJI,INE00E101023,906.85,20
687,RATEGAIN,INE0CLI01024,742.9,20
688,MAHSCOOTER,INE288A01013,11088.45,20
689,DABUR,INE016A01026,572.55,20
690,CHENNPETRO,INE178A01016,943.4,21.34
691,EQUITASBNK,INE063P01018,71.24,20
692,KRBL,INE001B01026,294.25,20
693,NIFTYBEES,INF204KB14I2,276.69,6
694,CPSEETF,INF457M01133,96.05,20
695,KEI,INE878B01027,4144.55,20
696,DODLA,INE021O01019,1300.05,20
697,SGBNOV24,IN0020160076,7749.99,10
698,JUBLFOOD,INE797F01020,612.4,20
699,SBILIFE,INE123W01016,1702,9.31
700,SOLARINDS,INE343H01029,11173.95,20
701,PARAGMILK,INE883N01014,217.59,20
702,ZEEL,INE256A01028,125.76,22.93
703,SONATSOFTW,INE269A01021,620.2,20
704,MAHLOG,INE766P01016,497.65,20
705,CCL,INE421D01022,660.25,20
706,OFSS,INE881D01027,11502.45,20
707,JBMA,INE927D01044,1704.9,20
708,HEMIPROP,INE0AJG01018,184.27,20
709,CUMMINSIND,INE298A01020,3692,20
710,SGBDE31III,IN0020230168,8476.78,10
711,REPCOHOME,INE612J01015,496.95,20
712,AWHCL,INE01BK01022,810.9,20.85
713,CAMS,INE596I01012,4851.65,20
714,INDIGOPNTS,INE09VQ01012,1561.5,20
715,SGBOC28VII,IN0020200203,8177.56,10
716,NAZARA,INE418L01021,897.25,20
717,STYRENIX,INE189B01011,2539.65,20
718,ECOSMOBLTY,INE06HJ01020,445.35,20
719,MPHASIS,INE356A01018,3080.2,20
720,JUBLINGREA,INE0BY001018,753.65,20
721,SGBAUG30,IN0020220078,8390,10
722,SSWL,INE802C01033,211.78,20
723,BBTC,INE050A01025,2646.95,20.37
724,BLSE,INE0NLT01010,215.09,20
725,ZOMATO,INE758T01015,270.55,20
726,BAYERCROP,INE462A01022,6688.5,20
727,GMBREW,INE075D01018,824.4,20
728,HFCL,INE548A01028,132.52,22.36
729,CRISIL,INE007A01025,4765.05,20
730,POWERGRID,INE752E01010,331.15,11.61
731,GESHIP,INE017A01032,1317,20
732,APOLLOTYRE,INE438A01022,504.25,20
733,CELLO,INE0LMW01024,876,20
734,ANANDRATHI,INE463V01026,4078.1,20
735,SGBDEC2512,IN0020170141,8120,10
736,EMUDHRA,INE01QM01018,953.55,20
737,SUNTV,INE424H01027,765.1,20
738,SGBFEB32IV,IN0020230184,8571.05,10
739,ITDCEM,INE686A01026,582.05,24.09
740,RHIM,INE743M01012,608.8,20
741,ROUTE,INE450U01017,1558.3,20
742,BAJAJHIND,INE306A01021,37.52,22.8
743,AGI,INE415A01038,960.7,20.14
744,BRIGADE,INE791I01019,1282.6,20
745,GULFOILLUB,INE635Q01029,1295.85,20
746,NH,INE410P01011,1283,20
747,SGBMR29XII,IN0020200427,8094.93,10
748,GILT5YBEES,INF204KC1030,58.18,10
749,GOLDIETF,INF109KC1NT3,66.48,20
750,ASTRAMICRO,INE386C01029,818.25,20
751,KIRLOSBROS,INE732A01036,1791,23.28
752,EKC,INE184H01027,195.91,22.04
753,SHREDIGCEM,INE232A01011,91.98,20
754,NESTLEIND,INE239A01024,2378.7,9
755,UNIONBANK,INE692A01016,111.53,20
756,GROWWEV,INF666M01IH2,33.3,20
757,SANGHVIMOV,INE989A01032,455.4,22.98
758,MOTHERSON,INE775A01035,202.91,20
759,ERIS,INE406M01024,1349.7,20
760,EIHOTEL,INE230A01023,409.6,20
761,TITAGARH,INE615H01020,1170.05,22.12
762,CHOLAHLDNG,INE149A01033,1983.55,20
763,DEVYANI,INE872J01023,176.48,20
764,EPIGRAL,INE071N01016,2203.65,20.85
765,SKFINDIA,INE640A01023,5312.6,20
766,SGBJUN31I,IN0020230069,8385.14,10
767,TATAGOLD,INF277KA1976,7.56,20
768,METROBRAND,INE317I01021,1268.3,20
769,TORNTPOWER,INE813H01021,1939.8,20
770,IRCON,INE962Y01021,223.75,23.15
771,NAVA,INE725A01022,1017.5,20.37
772,POONAWALLA,INE511C01022,376.45,20
773,LEMONTREE,INE970X01018,125.8,20
774,JINDALSTEL,INE749A01030,930,20
775,360ONE,INE466L01038,1108.4,20
776,BLS,INE153T01027,379.15,20
777,INDIAMART,INE933S01016,3038.05,20
778,VGUARD,INE951I01027,438.45,20
779,QUESS,INE615P01015,730.85,20
780,GRINFRA,INE201P01022,1612.5,20
781,MANYAVAR,INE825V01034,1326.25,20
782,INDIASHLTR,INE922K01024,725.75,20
783,DYNAMATECH,INE221B01012,7786.1,20
784,CESC,INE486A01021,192.97,20
785,SJS,INE284S01014,1055.1,20
786,KRSNAA,INE08LI01020,827.05,20
787,VENKEYS,INE398A01010,1844.9,20
788,ADANIPOWER,INE814H01011,609.1,20
789,HEIDELBERG,INE578A01017,236.32,20
790,OLAELEC,INE0LXG01040,87.57,20
791,LUXIND,INE150G01020,2042.1,20
792,GSFC,INE026A01025,212.33,20
793,ALEMBICLTD,INE426A01027,134.11,20
794,COALINDIA,INE522F01014,489.9,12.96
795,SUNTECK,INE805D01034,584.9,20
796,MEDANTA,INE474Q01031,1078,20
797,AEGISLOG,INE208C01025,731.2,20.61
798,GLAXO,INE159A01016,2651.15,20
799,VSTIND,INE710A01016,374.8,20
800,ASAHIINDIA,INE439A01020,712.1,20
801,PFC,INE134E01011,469.45,20
802,SNOWMAN,INE734N01019,76.42,20
803,CRAFTSMAN,INE00LO01017,6104.7,20
804,LIQUIDSBI,INF200KA13Z8,1000,5
805,SGBFEB29XI,IN0020200393,8205,10
806,KCP,INE805C01028,225.25,20
807,SGBJAN27,IN0020180462,8000,10
808,ZYDUSWELL,INE768C01010,1987.1,20
809,SAPPHIRE,INE806T01020,350.25,20
810,LUMAXTECH,INE872H01027,564.6,20
811,ICIL,INE483B01026,385.35,20
812,HEG,INE545A01016,2570.4,21.5
813,SUBROS,INE287B01021,677.5,20
814,SHYAMMETL,INE810G01011,922.75,20
815,CROMPTON,INE299U01018,414.5,20
816,WELCORP,INE191B01025,730.15,20
817,HDFCGOLD,INF179KC1981,66.37,20
818,CAMPUS,INE278Y01022,302.3,20
819,AMIORG,INE00FF01017,1595.5,20
820,FIRSTCRY,INE02RE01045,692.9,20
821,JSL,INE220G01021,760.5,20
822,SGBFEB27,IN0020180561,8001,10
823,ESAFSFB,INE818W01011,46.37,20
824,GREAVESCOT,INE224A01026,188.99,20
825,MOL,INE0CT101020,109.55,20
826,EASEMYTRIP,INE07O001026,32.04,20
827,ELECON,INE205B01031,721.45,20
828,MTARTECH,INE864I01014,1730.8,20
829,KPIL,INE220B01022,1299.25,20
830,AARTIIND,INE769A01020,520.85,20
831,VOLTAMP,INE540H01012,14102.3,20.67
832,IRCTC,INE335Y01020,871.75,20
833,NUVAMA,INE531F01015,7184.9,20
834,RKFORGE,INE399G01023,1030.55,20
835,SGBJAN29X,IN0020200385,8120,10
836,TEAMLEASE,INE985S01024,2990.25,20
837,GNFC,INE113A01013,639.2,20
838,ETHOSLTD,INE04TZ01018,3117.05,20
839,KPITTECH,INE04I401011,1792.2,20
840,DCMSHRIRAM,INE499A01024,1120.9,20
841,LTTS,INE010V01017,5242.5,20
842,GRAPHITE,INE371A01025,583.35,20
843,MAXHEALTH,INE027H01010,937.25,20
844,GODREJAGRO,INE850D01014,782.05,20
845,JKIL,INE576I01022,732.95,20
846,SJVN,INE002L01015,118.9,21.73
847,AIAENG,INE212H01026,4250.7,20
848,UFLEX,INE516A01017,647.85,20
849,ALLCARGO,INE418H01029,60.57,20
850,RITES,INE320J01015,308.65,20.79
851,EPL,INE255A01020,268.85,20
852,IKIO,INE0LOJ01019,284.6,20
853,MARICO,INE196A01026,666.1,20
854,GRANULES,INE101D01020,594.45,20
855,ICICIBANK,INE090A01021,1231.25,9
856,HDFCSML250,INF179KC1FB2,183.59,6
857,ASIANPAINT,INE021A01026,3055.85,9
858,RIIL,INE046A01015,1202.6,20
859,BALMLAWRIE,INE164A01016,255.45,20
860,GICHSGFIN,INE289B01019,217.44,20
861,SURYODAY,INE428Q01011,170.32,20
862,CASTROLIND,INE172A01027,220.83,20
863,HDFCLIQUID,INF179KC1HE2,1000.01,5
864,IRB,INE821I01022,58.09,20.58
865,AIIL,INE206F01022,1849.45,80
866,DAVANGERE,INE179G01029,6.69,80
867,EXICOM,INE777F01014,334.7,80
868,GLOSTERLTD,INE350Z01018,723.7,80
869,JGCHEM,INE0MB501011,409.25,80
870,KRYSTAL,INE0QN801017,727.35,80
871,MAHAPEXLTD,INE843B01013,154.49,100
872,MOREALTY,INF247L01CI4,104.88,80
873,MOSMALL250,INF247L01CH6,18.3,80
874,PVSL,INE772T01024,195.87,80
875,RKSWAMY,INE0NQ801033,252.47,80
876,SIGNPOST,INE0KGZ01021,237.4,80
877,SINCLAIR,INE985A01022,96.01,80
878,SRM,INE0R6Z01013,271.55,100
879,CHEMCON,INE03YM01018,254.1,80
880,MIDCAPIETF,INF109KC11W8,22.33,80
881,MAXIND,INE0CG601016,272,80
882,OAL,INE959C01023,496.45,80
883,HINDWAREAP,INE05AN01011,343.15,80
884,SINTERCOM,INE129Z01016,155.97,80
885,SIRCA,INE792Z01011,329.2,80
886,VALIANTORG,INE565V01010,414.55,80
887,ABSLNN50ET,INF209KB16D7,76.93,80
888,AIROLAM,INE801L01010,133.04,80
889,BBETF0432,INF754K01OB1,1200.03,80
890,NIFTY50ADD,INF740KA1CL0,255.87,80
891,MIDQ50ADD,INF740KA1QL0,261.44,80
892,HPAL,INE0GSL01024,88.41,80
893,3IINFOLTD,INE748C01038,28.72,80
894,ELDEHSG,INE668G01021,864.95,80
895,INDOAMIN,INE760F01028,190.89,80
896,OBCL,INE426Z01016,57.57,80
897,PIXTRANS,INE751B01018,1544.95,80
898,ROTO,INE535D01029,538.6,80
899,SHAILY,INE151G01028,944.2,80
900,TNIDETF,INF277KA1364,96.93,80
901,AKG,INE00Y801016,19,80
902,CAPITALSFB,INE646H01017,296.65,80
903,GOLDCASE,INF0R8F01042,12.22,80
904,GOPAL,INE0L9R01028,467.05,80
905,GPTHEALTH,INE486R01017,175.55,80
906,JSFB,INE953L01027,537.65,80
907,JUNIPER,INE696F01016,388,80
908,MUKKA,INE0CG401037,41.32,80
909,PARKHOTELS,INE988S01028,160.03,80
910,PLATIND,INE0PT501018,433.35,80
911,RPTECH,INE0J1F01024,381.3,80
912,SHRADHA,INE715Y01023,173.95,100
913,AVG,INE680Z01018,520.45,80
914,AVONMORE,INE323B01024,16.44,100
915,DIL,INE411Y01011,5.82,80
916,ITETFADD,INF740KA1SX1,43.51,80
917,GENSOL,INE06H201014,830.95,80
918,GHCLTEXTIL,INE0PA801013,93.12,80
919,HMAAGRO,INE0ECP01024,45.23,80
920,LOWVOL1,INF174KA1IY5,21.15,80
921,SILVRETF,INF769K01KG6,90.08,80
922,PAKKA,INE551D01018,303.1,80
923,SBGLP,INE05ST01028,132.98,80
924,SPCENET,INE970N01027,26.19,80
925,URAVI,INE568Z01015,424.75,100
926,VSTL,INE0QTF01015,275.05,80
927,SCHNEIDER,INE839M01018,826.9,80
928,DVL,INE477B01010,460.3,80
929,IPL,INE0D6701023,198.88,80
930,NURECA,INE0DSF01015,293.1,80
931,OPTIEMUS,INE350C01017,711.5,100
932,RKEC,INE786W01010,136.6,80
933,SOUTHWEST,INE980Y01015,123.11,80
934,UNIVPHOTO,INE03V001013,380.4,80
935,TAJGVK,INE586B01026,300.45,80
936,SUVEN,INE495B01038,132.51,80
937,UTTAMSUGAR,INE786F01031,336.3,80
938,SUTLEJTEX,INE645H01027,64.54,80
939,PNC,INE392B01011,63.33,80
940,HMVL,INE871K01015,91.87,80
941,RUPA,INE895B01021,280.65,80
942,NUCLEUS,INE096B01018,1256.15,80
943,PFOCUS,INE367G01038,156.83,80
944,BBL,INE464A01036,4876.75,80
945,AKZOINDIA,INE133A01011,3992.95,80
946,HSCL,INE019C01026,623.3,80
947,JSWHL,INE824G01012,9540.1,80
948,KSL,INE907A01026,822.25,80
949,KANPRPLA,INE694E01014,128.08,80
950,TARC,INE0EK901012,250.95,80
951,NETWORK18,INE870H01013,81.82,80
952,MTNL,INE153A01019,50.02,80
953,ARCHIDPLY,INE877I01016,127.6,80
954,5PAISA,INE618L01018,570.7,80
955,NIFTYETF,INF769K01EG9,263.91,80
956,FMGOETZE,INE529A01010,422,80
957,AARVI,INE754X01016,155.24,80
958,ADVANIHOTR,INE199C01026,70.41,80
959,JAYSREETEA,INE364A01020,147.83,80
960,HERITGFOOD,INE978A01027,625.3,80
961,IMPAL,INE547E01014,1295.85,80
962,UNIVCABLES,INE279A01012,647.95,80
963,SILINV,INE923A01015,643.1,80
964,GALLANTT,INE297H01019,357.8,100
965,TV18BRDCST,INE886H01027,45.27,100
966,ARTEMISMED,INE025R01021,279.4,80
967,GENESYS,INE727B01026,755.75,80
968,DALMIASUG,INE495A01022,510.5,80
969,ADORWELD,INE045A01017,1353.15,80
970,SMARTLINK,INE178C01020,240.65,100
971,LGBBROSLTD,INE337A01034,1320.35,80
972,AXISTECETF,INF846K01Y96,452.28,80
973,BALAXI,INE618N01022,96.73,80
974,GLS,INE03Q201024,1125.6,80
975,BFSI,INF769K01HI8,24.14,80
976,ROLEXRINGS,INE645S01016,2341.55,80
977,SBIETFCON,INF200KA1X17,123.56,80
978,SGIL,INE00QT01015,404.55,80
979,STYLAMIND,INE239C01020,2662.95,80
980,TATVA,INE0GK401011,978.35,80
981,TOTAL,INE336X01012,84.82,80
982,UGROCAP,INE583D01011,255.05,80
983,ADFFOODS,INE982B01027,308.1,80
984,CENTUM,INE320B01020,1842.05,80
985,GOCLCORP,INE077F01035,416.5,80
986,PLASTIBLEN,INE083C01022,273.35,100
987,MOMOMENTUM,INF247L01BK2,73.77,80
988,MONARCH,INE903D01011,432,80
989,UNIVASTU,INE562X01013,238.58,80
990,INDOBORAX,INE803D01021,210.17,80
991,BFINVEST,INE878K01010,663.8,80
992,INDNIPPON,INE092B01025,727.5,80
993,SUPERHOUSE,INE712B01010,229.69,80
994,TALBROAUTO,INE187D01029,308.65,80
995,AXISCADES,INE555B01013,521.85,80
996,AXITA,INE02EZ01022,15.08,80
997,BSHSL,INE032Z01020,169.77,80
998,DBOL,INE0I3401014,137.27,80
999,SILVERADD,INF740KA1RE3,89.07,80
1000,GRMOVER,INE192H01020,230.65,80
1001,HEXATRADEX,INE750M01017,287.25,100
1002,INFRAIETF,INF109KC16E5,93.57,80
1003,OSWALAGRO,INE142A01012,76.59,100
1004,UTISXN50,INF789F1AUU3,90.43,80
1005,AZAD,INE02IJ01035,1549.95,80
1006,BBNPPGOLD,INF251K01SU9,75.4,80
1007,EGOLD,INF754K01SE6,78.1,80
1008,ESILVER,INF754K01SF3,92.44,80
1009,HAPPYFORGE,INE330T01021,1108.5,80
1010,INNOVACAP,INE0DUT01020,734.1,80
1011,LAXMICOT,INE801V01019,35.61,80
1012,MUFTI,INE220Q01020,187.81,80
1013,NIFTYBETF,INF0QA701722,249.55,80
1014,SUNCLAY,INE0Q3R01026,2267.85,80
1015,SURAJEST,INE843S01025,800.5,80
1016,RPSGVENT,INE425Y01011,1104.5,80
1017,ALICON,INE062D01024,1302.25,80
1018,BANKNIFTY1,INF174K01F59,526.73,80
1019,ORBTEXP,INE231G01010,185.8,80
1020,BANKBETF,INF0QA701714,51.73,80
1021,HDFCPSUBK,INF179KC1HW4,66.16,80
1022,JYOTICNC,INE980O01024,1139.55,80
1023,NGIL,INE236Y01012,39.39,80
1024,NINSYS,INE395U01014,589.95,80
1025,NOVAAGRI,INE02H701025,62.37,100
1026,TATSILV,INF277KA1984,8.97,80
1027,EXCELINDUS,INE369A01029,1566.85,80
1028,HATSUN,INE473B01035,1163.7,80
1029,IFBAGRO,INE076C01018,571,80
1030,LICNETFGSC,INF767K01MV5,26.42,80
1031,MONTECARLO,INE950M01013,840,80
1032,NDL,INE875G01048,5.82,100
1033,PATINTLOG,INE529D01014,23.2,80
1034,SHEMAROO,INE363M01019,177.99,80
1035,BALPHARMA,INE083D01012,132.52,100
1036,IRISDOREME,INE01GN01025,68.49,80
1037,PAR,INE04LG01015,239.43,80
1038,PRUDENT,INE00F201020,2574.15,80
1039,VERANDA,INE0IQ001011,258.05,80
1040,GENUSPAPER,INE949P01018,24.12,80
1041,INDTERRAIN,INE611L01021,53.95,80
1042,INOXWIND,INE066P01011,215.74,80
1043,JAYBARMARU,INE571B01036,97.44,80
1044,KICL,INE029L01018,7110.7,80
1045,ZENTEC,INE251B01027,1897.65,80
1046,SKMEGGPROD,INE411D01015,256.6,80
1047,UFO,INE527H01019,124.62,80
1048,BODALCHEM,INE338D01028,81.56,80
1049,ORIENTBELL,INE607D01018,340.15,80
1050,VINDHYATEL,INE707A01012,2126.95,80
1051,IGPL,INE204A01010,556.2,80
1052,ORICONENT,INE730A01022,37.35,80
1053,EIFFL,INE546V01010,198.03,100
1054,KAMOPAINTS,INE0BTI01037,24.65,100
1055,MNC,INF174KA1JF2,31.64,80
1056,LAMBODHARA,INE112F01022,163.51,80
1057,GULPOLY,INE255D01024,211.76,80
1058,HESTERBIO,INE782E01017,2330,80
1059,AARTISURF,INE09EO01013,780,100
1060,BOROLTD,INE02PY01013,441.4,80
1061,ARROWGREEN,INE570D01018,804.1,80
1062,BUTTERFLY,INE295F01017,889.3,80
1063,COFFEEDAY,INE335K01011,35.42,100
1064,ESTER,INE778B01029,147.66,80
1065,KAYA,INE587G01015,439.55,100
1066,AURUM,INE898S01029,196.86,100
1067,RAMASTEEL,INE230R01035,13.71,80
1068,SHREEPUSHK,INE712K01011,264.31,100
1069,ACL,INE666E01020,87.83,80
1070,EMSLIMITED,INE0OV601013,858.65,80
1071,GANGESSECU,INE335W01016,186.97,80
1072,JLHL,INE682M01012,1349.3,80
1073,KALAMANDIR,INE438K01021,169.18,80
1074,MOHEALTH,INF247L01BB1,44.63,80
1075,MONIFTY500,INF247L01BU1,23.78,80
1076,MVGJL,INE0KNT01012,260.65,80
1077,NIFMID150,INF789F1AYX9,219.25,80
1078,SRGHFL,INE559N01010,338.5,80
1079,THEJO,INE121N01019,2327.65,80
1080,UDS,INE851I01011,373.85,80
1081,VALIANTLAB,INE0JWS01017,117.52,80
1082,YATRA,INE0JR601024,121.6,80
1083,DECCANCE,INE583C01021,611.05,80
1084,LINC,INE802B01019,618.95,80
1085,PROZONER,INE195N01013,25.73,80
1086,SALZERELEC,INE457F01013,1133.95,80
1087,BBTCL,INE01EE01011,220.24,80
1088,DHARMAJ,INE00OQ01016,333.2,80
1089,FAZE3Q,INE963C01033,440.95,80
1090,FOCUS,INE593W01028,126.48,100
1091,FUSION,INE139R01012,216.61,80
1092,HDFCMOMENT,INF179KC1HV6,36.71,80
1093,HDFCNIFIT,INF179KC1IA8,43.84,80
1094,HDFCPVTBAN,INF179KC1HZ7,25.81,80
1095,FINIETF,INF109KC17L8,26.93,80
1096,INOXGREEN,INE510W01014,184.47,80
1097,MALLCOM,INE389C01015,1485.25,100
1098,NIFTYQLITY,INF209KB15K4,23.3,80
1099,ONEPOINT,INE840Y01029,65.15,80
1100,RUSTOMJEE,INE263M01029,715.65,80
1101,SATINDLTD,INE065D01027,144.74,80
1102,SYNCOMF,INE312C01025,20.43,80
1103,ZIMLAB,INE518E01015,109.56,80
1104,LINCOLN,INE405C01035,661.4,80
1105,SANDESH,INE583B01015,1701.65,80
1106,SARLAPOLY,INE453D01025,88.92,100
1107,VIKASECO,INE806A01020,3.47,80
1108,CHEVIOT,INE974B01016,1295.6,80
1109,DYCL,INE600Y01019,560.2,80
1110,NGLFINE,INE887E01022,2100.2,80
1111,STEELCAS,INE124E01020,771.4,80
1112,PRECAM,INE484I01029,307.54,80
1113,AYMSYNTEX,INE193B01039,236.17,100
1114,HITECHCORP,INE120D01012,314.4,80
1115,QUICKHEAL,INE306L01010,761.35,80
1116,AGARIND,INE204E01012,1118.1,80
1117,HCG,INE075I01017,433.7,80
1118,VIDHIING,INE632C01026,468.5,80
1119,DTIL,INE341R01014,270.15,80
1120,PTL,INE034D01049,42.66,80
1121,THYROCARE,INE594H01019,877.95,80
1122,ATL,INE0NN701020,41.6,80
1123,AVROIND,INE652Z01017,148.6,100
1124,BANKETF,INF769K01KR3,516.83,80
1125,DIAMINESQ,INE591D01014,538.55,80
1126,PVTBANKADD,INF740KA1TA7,25.69,80
1127,SENSEXADD,INF740KA1SZ6,82.28,80
1128,PYRAMID,INE0MIS01010,216.45,80
1129,RATNAVEER,INE05CZ01011,194.04,100
1130,RISHABH,INE0N2P01017,364.2,80
1131,SANDUMA,INE149K01016,464.15,80
1132,TREL,INE0O3901029,43.14,80
1133,YASHO,INE616Z01012,1969.15,80
1134,TRIGYN,INE948A01012,126.37,80
1135,CONTROLPR,INE663B01015,795.3,80
1136,HDFCNIFTY,INF179KC1965,273.7,80
1137,MAHASTEEL,INE451L01014,218,100
1138,MENONBE,INE071D01033,124.15,80
1139,MIDSELIETF,INF109KC10W0,18.5,80
1140,POKARNA,INE637C01025,1101.2,80
1141,PREMEXPLN,INE863B01029,504,80
1142,PRIVISCL,INE959A01019,1691.4,80
1143,ARVSMART,INE034S01021,853,80
1144,GUFICBIO,INE742B01025,424.45,80
1145,RBL,INE244J01017,1098.9,100
1146,VINYLINDIA,INE250B01029,374.85,80
1147,DCXINDIA,INE0KL801015,312.6,80
1148,DEVIT,INE060X01026,146.47,80
1149,EMIL,INE02YR01019,210.61,80
1150,HDFCGROWTH,INF179KC1DJ0,126.57,80
1151,SCPL,INE501Y01019,359.55,100
1152,SUKHJITS,INE450E01011,592.4,80
1153,TRACXN,INE0HMF01019,85.34,80
1154,ARMANFIN,INE109C01017,1527.65,80
1155,BHAGERIA,INE354C01027,219.39,100
1156,HINDCOMPOS,INE310C01029,508.55,80
1157,OCCL,INE321D01016,273.35,100
1158,BIGBLOC,INE412U01025,133.79,80
1159,DCAL,INE385W01011,195.26,80
1160,DIAMONDYD,INE393P01035,1162.1,80
1161,MATRIMONY,INE866R01028,844.15,80
1162,NAGAFERT,INE454M01024,11.01,80
1163,NV20IETF,INF109KC11V0,15.76,80
1164,SENSEXIETF,INF346A01034,914.16,80
1165,NV20,INF174K01Z71,160.7,80
1166,BHARATRAS,INE838B01013,11455.45,80
1167,CYBERTECH,INE214A01019,220.93,100
1168,GREENLAM,INE544R01021,527.35,80
1169,HPL,INE495S01016,535.5,80
1170,KDDL,INE291D01011,2977.9,80
1171,MUTHOOTCAP,INE296G01013,381.4,80
1172,NIF100IETF,INF109KC16V9,28.49,80
1173,NIF100BEES,INF204K014N5,270.98,80
1174,SIMBHALS,INE748T01016,24.49,100
1175,SUNDRMBRAK,INE073D01013,900.5,100
1176,TPLPLASTEH,INE413G01022,104.05,100
1177,VISHNU,INE270I01022,441,80
1178,UTISENSETF,INF789FB1X58,880.72,80
1179,UTINIFTETF,INF789F1AZC0,269.14,80
1180,TECHNOE,INE285K01026,1766,80
1181,ITDC,INE353K01014,658.2,80
1182,PANAMAPET,INE305C01029,390,80
1183,AROGRANITE,INE210C01013,55.68,80
1184,GNA,INE934S01014,427,80
1185,KINGFA,INE473D01015,3203.4,80
1186,AKSHARCHEM,INE542B01011,308.65,80
1187,ARIHANTSUP,INE643K01018,380.9,80
1188,NRAIL,INE740D01017,352.8,80
1189,SHANKARA,INE274V01019,499.8,80
1190,VETO,INE918N01018,141.13,100
1191,INTENTECH,INE781A01025,153.9,100
1192,TASTYBITE,INE488B01017,12876.55,80
1193,MINDTECK,INE110B01017,277,100
1194,NAHARPOLY,INE308A01027,243.56,100
1195,RADIOCITY,INE919I01024,15.37,80
1196,SRHHYPOLTD,INE917H01012,825.05,80
1197,BHARATWIRE,INE316L01019,250.8,80
1198,CAPTRUST,INE707C01018,125.22,100
1199,CLEDUCATE,INE201M01029,120.34,100
1200,KMSUGAR,INE157H01023,36.89,80
1201,DIVOPPBEES,INF204KA1MS3,85.83,80
1202,SCHAND,INE807K01035,214.17,80
1203,WENDT,INE274C01019,15381.1,80
1204,DPSCLTD,INE360C01024,18.56,80
1205,LICNETFN50,INF767K01OS7,272.24,80
1206,MOLDTECH,INE835B01035,223.93,80
1207,PODDARMENT,INE371C01013,424.25,80
