ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF740KA1TC3,DSPMAARDP,DP,OMF,9,12.91
INF740KA1TD1,DSPMAARDR,DR,OMF,9,12.91
INF740KA1TB5,DSPMAARGR,GR,OMF,9,12.91
INF740K01QE9,DSPMCRDDP,DP,OMF,9,72.66
INF740K01QF6,DSPMCRDDR,DR,OMF,9,72.66
INF740K01QD1,DSPMCRDGR,GR,OMF,9,222.8
INF740K01NO5,DSPMIPDGR,GR,OMF,9,62.65
INF740K01ON5,DSPMNYDGR,GR,OMF,9,3506.37
INF740KA1MN5,DSPNFDDP,DP,OMF,9,21.56
INF740KA1MO3,DSPNFDDR,DR,OMF,9,21.56
INF740KA1MM7,DSPNFDGR,GR,OMF,9,23.97
INF740KA1MK1,DSPNFRDP,DP,OMF,9,21.43
INF740KA1ML9,DSPNFRDR,DR,OMF,9,21.43
INF740KA1MJ3,DSPNFRGR,GR,OMF,9,23.7
INF740KA1SH4,DSPNISDDGR,GR,OMF,9,11.45
INF740KA1SE1,DSPNISDRGR,GR,OMF,9,11.42
INF740KA1MH7,DSPNNFDDP,DP,OMF,9,26.36
INF740KA1MI5,DSPNNFDDR,DR,OMF,9,26.36
INF740KA1MG9,DSPNNFDGR,GR,OMF,9,29.03
INF740KA1ME4,DSPNNFRDP,DP,OMF,9,25.86
INF740KA1MF1,DSPNNFRDR,DR,OMF,9,25.86
INF740KA1MD6,DSPNNFRGR,GR,OMF,9,28.52
INF740KA1RB9,DSPNQDGR,GR,OMF,9,15.52
INF740KA1QY3,DSPNQRGR,GR,OMF,9,15.29
INF740K01QB5,DSPNRNDDP,DP,OMF,9,39.1
INF740K01QC3,DSPNRNDDR,DR,OMF,9,39.1
INF740K01QA7,DSPNRNDGR,GR,OMF,9,104.82
INF740KA1QV9,DSPNSDGR,GR,OMF,9,11.79
INF740KA1QS5,DSPNSRGR,GR,OMF,9,11.74
INF740K01PM4,DSPOPPDDP,DP,OMF,9,122.45
INF666M01GL8,IBMFOFG1,GR,GMF,5,1279.72
INF666M01451,IBMLFG1,GR,GMF,10,2432.92
INF666M01014,IBMLFGP,GR,GMF,10,2405.27
INF666M01519,IBMLFM1,DP,GMF,10,1032.57
INF666M01493,IBMLFM1,DR,GMF,10,1032.57
INF740K01PN2,DSPOPPDDR,DR,OMF,9,122.45
INF740K01PL6,DSPOPPDGR,GR,OMF,9,691.97
INF740KA1NR4,DSPQFDDP,DP,OMF,9,20.9
INF740KA1NS2,DSPQFDDR,DR,OMF,9,20.9
INF740KA1NQ6,DSPQFDGR,GR,OMF,9,23.11
INF740KA1NO1,DSPQFRDP,DP,OMF,9,20.03
INF740KA1NP8,DSPQFRDR,DR,OMF,9,20.03
INF740KA1NN3,DSPQFRGR,GR,OMF,9,22.22
INF740K01GK7,DSPSB,GR,OMF,9,3237.72
INF740K01GN1,DSPSB,DR,OMF,9,1297.65
INF740K01GO9,DSPSBD,DP,OMF,9,1297.65
INF740K01441,DSPSFAGGG,GR,OMF,9,55.91
INF740K01458,DSPSFAGGMP,DP,OMF,9,11.64
INF740K01474,DSPSFAGGQP,DP,OMF,9,11.92
INF740K01482,DSPSFAGGQP,DR,OMF,9,11.92
INF740K01PY9,DSPSMCDDP,DP,OMF,9,78.43
INF740K01PZ6,DSPSMCDDR,DR,OMF,9,78.43
INF740K01PX1,DSPSMCDGR,GR,OMF,9,166.48
INF740K01QI0,DSPSTBDDP,DP,OMF,9,2339.64
INF740K01QG4,DSPSTBDGR,GR,OMF,9,3433.96
INF740K01NJ5,DSPSTDGR,GR,OMF,9,47.7
INF740K01OL9,DSPTAXDDP,DP,OMF,9,95.87
INF740K01OK1,DSPTAXDGR,GR,OMF,9,154.5
INF740K01PV5,DSPTGRDDP,DP,OMF,9,64.21
INF740K01PW3,DSPTGRDDR,DR,OMF,9,64.21
INF740K01PU7,DSPTGRDGR,GR,OMF,9,369.59
INF740K01PS1,DSPTOPDDP,DP,OMF,9,32.06
INF740K01PT9,DSPTOPDDR,DR,OMF,9,32.06
INF740K01PR3,DSPTOPDGR,GR,OMF,9,504.46
INF740K01OI5,DSPUFEDDP,DP,OMF,9,53.66
INF740K01OJ3,DSPUFEDDR,DR,OMF,9,53.66
INF740K01OH7,DSPUFEDGR,GR,OMF,9,60.86
INF740K01LQ4,DSPUFEDP,DP,OMF,9,27.99
INF740K01LP6,DSPUFEG,GR,OMF,9,55.87
INF740K013Q1,DSPUSTDGR,GR,OMF,9,19.4
INF740K018P2,DSPUSTRGR,GR,OMF,9,18.83
INF740KA1PQ1,DSPVFDDP,DP,OMF,9,19.78
INF740KA1PR9,DSPVFDDR,DR,OMF,9,19.78
INF740KA1PP3,DSPVFDGR,GR,OMF,9,22
INF740KA1PN8,DSPVFRDP,DP,OMF,9,17.66
INF740KA1PO6,DSPVFRDR,DR,OMF,9,17.66
INF740KA1PM0,DSPVFRGR,GR,OMF,9,21.37
INF740K01OE4,DSPWAFDGR,GR,OMF,9,19.5
INF740K01EK2,DSPWAFG,GR,OMF,9,18.77
INF740K01PC5,DSPWEFDGR,GR,OMF,9,19.25
INF740K01PA9,DSPWGFDP,DP,OMF,10.34,15.45
INF740K01PB7,DSPWGFDR,DR,OMF,10.34,15.45
INF740K01OZ9,DSPWGFGR,GR,OMF,10.4,24.62
INF740K01PF8,DSPWMFDGR,GR,OMF,9,18.39
INF223J019N4,DWSARGP,GR,OMF,9,17.55
INF223J011M3,DWSARMDP,DP,OMF,9,11.31
INF223J015M4,DWSARMDR,DR,OMF,9,11.31
INF200KA13W5,DYF676D,DR,OMF,9,15.67
INF200KA12W7,DYF676DP,DP,OMF,9,15.67
INF200KA11W9,DYF676G,GR,OMF,9,15.67
INF200KA16W8,DYFD676D,DR,OMF,9,15.94
INF200KA14W3,DYFD676G,GR,OMF,9,15.94
INF200KA15W0,DYFD676P,DP,OMF,9,15.94
INF754K01285,EARE,GR,OMF,9,50.52
INF754K01251,EARE,DP,OMF,9,22.16
INF754K01269,EARE,DR,OMF,9,22.16
INF761K01BO6,EDDG,GR,OMF,9,26.61
INF754K01012,EDGEA,DP,OMF,9,28.99
INF754K01046,EDGEA,GR,OMF,9,84.86
INF754K01020,EDGEA,DR,OMF,9,28.99
INF192K01JS8,EFAD,DP,OMF,9,32.14
INF192K01JT6,EFAD,DR,OMF,9,32.14
INF767K01EF5,EFD1D,DP,OMF,9,38.28
INF044D01CK8,EFD1DTMF,DP,OMF,9,102.87
INF767K01EH1,EFD1R,DR,OMF,9,38.28
INF044D01CL6,EFD1RTMF,DR,OMF,9,102.87
INF761K01652,EFDG,GR,OMF,9,102.24
INF767K01063,EFDPD,DP,OMF,9,32.82
INF767K01055,EFDPR,DR,OMF,9,32.82
INF767K01EG3,EFG1G,GR,OMF,9,113.72
INF044D01CJ0,EFG1GTMF,GR,OMF,9,153.25
INF767K01071,EFGPG,GR,OMF,9,104
INF754K01BW4,EGDG,GR,OMF,9,96.3
INF0K1H01065,ELDG,GR,OMF,9,15.27
INF0K1H01057,ELRG,GR,OMF,9,14.86
INF903J01PP3,EMDDP,DP,OMF,9,38.69
INF903J01PQ1,EMDDP,DR,OMF,9,38.69
INF754K01HW1,EMFARBMDDP,DP,OMF,9,16.21
INF754K01HX9,EMFARBMDDR,DR,OMF,9,16.21
INF754K01HT7,EMFARBMDRP,DP,OMF,9,15.1
INF754K01HU5,EMFARBMDRR,DR,OMF,9,15.1
INF843K01AW7,EMFASD1,GR,OMF,9,31.68
INF754K01IH0,EMFDARMDDP,DP,OMF,9,28.38
INF754K01II8,EMFDARMDDR,DR,OMF,9,28.38
INF754K01IK4,EMFDARMDRP,DP,OMF,9,23.59
INF754K01IL2,EMFDARMDRR,DR,OMF,9,23.59
INF754K01ON6,EMFDCRDR,DR,OMF,9,16.77
INF754K01IN8,EMFDEIMDDP,DP,OMF,9,16.15
INF754K01IO6,EMFDEIMDDR,DR,OMF,9,16.15
INF843K01GI3,EMFEDFDRGP,GR,OMF,9,21.71
INF843K01AL0,EMFEFD1,GR,OMF,9,102.45
INF843K01AM8,EMFEFD2,DP,OMF,9,39.74
INF843K01AN6,EMFEFD2,DR,OMF,9,39.74
INF843K01KC8,EMFEID1,GR,OMF,9,26.24
INF843K01IZ3,EMFEMD1G,GR,OMF,9,16.83
INF754K01OP1,EMFFCDGR,GR,OMF,9,17.4
INF754K01OM8,EMFFCRDP,DP,OMF,9,16.77
INF754K01OL0,EMFFCRGR,GR,OMF,9,16.77
INF754K01PG7,EMFG7DDP,DP,OMF,9,12.16
INF754K01PH5,EMFG7DDR,DR,OMF,9,12.16
INF754K01PF9,EMFG7DGR,GR,OMF,9,12.16
INF754K01PB8,EMFG7RGR,GR,OMF,9,12.09
INF754K01PR4,EMFG8RGR,GR,OMF,9,11.66
INF843K01AU1,EMFGCD1,GR,OMF,9.47,42.94
INF754K01OX5,EMFGFDGR,GR,OMF,9,15.33
INF754K01OT3,EMFGFRGR,GR,OMF,9,15.2
INF754K01PN3,EMFL7DGR,GR,OMF,9,11.69
INF754K01PJ1,EMFL7RGR,GR,OMF,9,11.64
INF754K01NR9,EMFLMDGG,GR,OMF,9,16.89
INF754K01NN8,EMFLMRGG,GR,OMF,9,16.57
INF754K01RS8,EMFMADGR,GR,OMF,9,11.08
INF754K01RP4,EMFMARDP,DP,OMF,9,11.04
INF754K01RQ2,EMFMARDR,DR,OMF,9,11.04
INF754K01RO7,EMFMARGR,GR,OMF,9,11.04
INF754K01PZ7,EMFMDRGR,GR,OMF,9,19.3
INF754K01MM2,EMFMODDP,DP,OMF,9,29.43
INF754K01MN0,EMFMODDR,DR,OMF,9,29.43
INF754K01ML4,EMFMODGG,GR,OMF,9,29.43
INF754K01MI0,EMFMORDP,DP,OMF,9,27.75
INF754K01MJ8,EMFMORDR,DR,OMF,9,27.75
INF754K01MH2,EMFMORGG,GR,OMF,9,27.75
INF843K01AO4,EMFMSD1G,GR,OMF,9,116.42
INF843K01AP1,EMFMSD2,DP,OMF,9,84.89
INF843K01AQ9,EMFMSD2,DR,OMF,9,84.89
INF754K01SD8,EMFMUDGR,GR,OMF,9,15.82
INF754K01RX8,EMFMURDP,DP,OMF,9,15.56
INF754K01RY6,EMFMURDR,DR,OMF,9,15.56
INF754K01RW0,EMFMURGR,GR,OMF,9,15.56
INF754K01NB3,EMFNIDGG,GR,OMF,9,14.38
INF754K01MX9,EMFNIRGG,GR,OMF,9,13.98
INF754K01QH3,EMFNXRGR,GR,OMF,9,16.83
INF754K01LJ0,EMFO25DRDP,DP,OMF,9,12.44
INF754K01LK8,EMFO25DRDR,DR,OMF,9,12.44
INF754K01LI2,EMFO25DRGP,GR,OMF,9,12.44
INF754K01LH4,EMFO25RPDP,DR,OMF,9,12.44
INF754K01LF8,EMFO25RPDR,GR,OMF,9,12.44
INF754K01LG6,EMFO25RPGP,DP,OMF,9,12.44
INF754K01NY5,EMFO2D1G,GR,OMF,9,12
INF754K01NV1,EMFO2D2R,GR,OMF,9,12
INF754K01KZ8,EMFO30DRDP,DP,OMF,9,14.23
INF754K01LA9,EMFO30DRDR,DR,OMF,9,14.23
INF754K01KY1,EMFO30DRGP,GR,OMF,9,14.23
INF754K01KX3,EMFO30RPDP,DR,OMF,9,14.23
INF754K01KV7,EMFO30RPDR,GR,OMF,9,14.23
INF754K01KW5,EMFO30RPGP,DP,OMF,9,14.23
INF754K01LO0,EMFO31DRGP,GR,OMF,9,12.73
INF754K01LL6,EMFO31RPDR,GR,OMF,9,12.73
INF754K01RC2,EMFO3DGR,GR,OMF,9,11.7
INF754K01QY8,EMFO3RGR,GR,OMF,9,11.7
INF754K01OG0,EMFP5DGR,GR,OMF,9,11.58
INF754K01OC9,EMFP5GGR,GR,OMF,9,11.52
INF754K01MD1,EMFP6DRGP,GR,OMF,9,12.39
INF754K01MA7,EMFP6RPDP,DP,OMF,9,12.31
INF754K01MB5,EMFP6RPDR,DR,OMF,9,12.31
INF754K01LZ6,EMFP6RPGP,GR,OMF,9,12.31
INF754K01MT7,EMFP7DGG,GR,OMF,9,11.8
INF754K01MP5,EMFP7RGG,GR,OMF,9,11.74
INF843K01FC8,EMFPSD1,GR,OMF,9,24.11
INF754K01NJ6,EMFQUDGG,GR,OMF,9,15.44
INF754K01NF4,EMFQURGG,GR,OMF,9,15.14
INF754K01JO4,EMFSCFDRDP,DP,OMF,9,44.07
INF754K01JP1,EMFSCFDRDR,DR,OMF,9,44.07
INF754K01JN6,EMFSCFDRGP,GR,OMF,9,50.37
INF754K01JK2,EMFSCFRGDP,DP,OMF,9,40.02
INF754K01JL0,EMFSCFRGDR,DR,OMF,9,40.02
INF754K01JJ4,EMFSCFRGGR,GR,OMF,9,46.05
INF754K01RK5,EMFSDDGR,GR,OMF,9,11.43
INF754K01RG3,EMFSDRGR,GR,OMF,9,11.34
INF754K01QP6,EMFSIRGR,GR,OMF,9,18.68
INF843K01EC1,EMFUSD1,GR,OMF,9,35.24
INF754K01LW3,EMFWHDRDP,DP,OMF,9,20.77
INF754K01LX1,EMFWHDRDR,DR,OMF,9,20.77
INF754K01LV5,EMFWHDRGP,GR,OMF,9,20.77
INF754K01LS1,EMFWHRPDP,DP,OMF,9,20.3
INF754K01LT9,EMFWHRPDR,DR,OMF,9,20.3
INF754K01LR3,EMFWHRPGP,GR,OMF,9,20.3
INF903J01PR9,EMGPD,GR,OMF,9,96.89
INF200KA1A63,EMV575D,DR,OMF,9,25.07
INF200KA1A55,EMV575DP,DP,OMF,9,25.07
INF200KA1A48,EMV575G,GR,OMF,9,25.07
INF200KA1A97,EMVD575D,DR,OMF,9,25.58
INF200KA1A71,EMVD575G,GR,OMF,9,25.59
INF194K01P87,IDDGSQDP,DP,GMF,10,11.66
INF200KA1A89,EMVD575P,DP,OMF,9,25.58
INF754K01CB6,ENDD,DP,OMF,9,34.93
INF754K01CC4,ENDD,DR,OMF,9,34.93
INF754K01CE0,ENDG,GR,OMF,9,71
INF754K01202,ENEFA,GR,OMF,9,62.37
INF754K01178,ENEFA,DP,OMF,9,29.14
INF754K01186,ENEFA,DR,OMF,9,29.14
INF789F01TC4,EQD2G,GR,OMF,9,348.44
INF754K01CA8,ESDG,GR,OMF,9,131.16
INF754K01525,ESDPD,DP,OMF,9,30.05
INF754K01541,ESDPR,DR,OMF,9,30.05
INF789F1A777,ESFDPGRO,GR,OMF,9,18.63
INF789F1A736,ESFRPDPO,DP,OMF,9,17.65
INF789F1A728,ESFRPDRI,DR,OMF,9,17.65
INF789F1A744,ESFRPGRO,GR,OMF,9,17.65
INF789F1A835,ESFRPQDP,DP,OMF,9,17.65
INF789F1A827,ESFRPQDR,DR,OMF,9,17.65
INF754K01517,ESGPG,GR,OMF,9,112.27
INF194K01P79,IDDGSQDR,DR,GMF,10,11.66
INF194KA1RW6,IDFC295,DP,GMF,10,16
INF789F01TF7,ETD2G,GR,OMF,9,235.42
INF754K01LB7,EUSTCDRG,GR,OMF,12.16,24.91
INF754K01LC5,EUSTCRRG,GR,OMF,12.16,23.81
INF789F1AVB1,EYD1D,DP,OMF,9,16.8
INF789F1AUZ2,EYDPD,DP,OMF,9,15.98
INF789F1AVA3,EYG1G,GR,OMF,9,16.8
INF789F1AUY5,EYGPG,GR,OMF,9,15.98
INF090I01IZ5,FAEFDGP,GR,OMF,9,32.09
INF090I01999,FAEFDP,DP,OMF,9,13.94
INF194KA1RX4,IDFC295R,DR,GMF,10,16
INF194K01DZ2,IDFC86,GR,GMF,10,34.06
INF194K01Q29,IDFCD86,GR,GMF,10,36.65
INF090I01AA5,FAEFDR,DR,OMF,9,13.94
INF090I01AB3,FAEFGP,GR,OMF,9,29.54
INF090I01JD0,FBIFDDP,DP,OMF,9,59.11
INF090I01JE8,FBIFDDR,DR,OMF,9,59.11
INF090I01JF5,FBIFDGP,GR,OMF,9,164.69
INF090I01AC1,FBIFDP,DP,OMF,9,49.29
INF090I01AD9,FBIFDR,DR,OMF,9,49.29
INF090I01AE7,FBIFGP,GR,OMF,9,144.34
INF917K01TW9,FCADP,DP,OMF,9,19.6
INF0K1H01024,FCDG,GR,OMF,9,12.86
INF0J8L01156,FCDGG,GR,OMF,9,15.16
INF917K01TV1,FCPAD,DR,OMF,9,19.6
INF917K01LA2,FCPED,DR,OMF,9,30.77
INF194K01I78,IDFCDFCCD,DR,GMF,10,1001.67
INF194K01I60,IDFCDFCCG,GR,GMF,10,3033.42
INF194K01M80,IDFCDFRG,GR,GMF,10,41.33
INF194K01P38,IDFCDGSG,GR,GMF,10,43.65
INF194K01VY7,IDFCFCCD,DR,GMF,10,1001.08
INF917K01LB0,FCPEG,GR,OMF,9,55.96
INF917K01KZ1,FCPEP,DP,OMF,9,30.77
INF917K01KY4,FCPMD,GR,OMF,9,42.64
INF917K01KX6,FCPMG,DR,OMF,9,20.48
INF194K01VX9,IDFCFCCG,GR,GMF,10,3007.04
INF194K01WF4,IDFCFCCM,DP,GMF,10,1004.28
INF194K01WE7,IDFCFCCMR,DR,GMF,10,1004.28
INF194K01LJ9,IDFCFRG,GR,GMF,10,38.24
INF917K01KW8,FCPMP,DP,OMF,9,20.48
INF0J8L01149,FCRDD,DP,OMF,9,14.86
INF0K1H01016,FCRG,GR,OMF,9,12.36
INF0J8L01131,FCRGG,GR,OMF,9,14.86
INF223J01FK8,FFIG,GR,OMF,9,32.49
INF090I01JP4,FFUSOFDDP,DP,OMF,9,79.95
INF090I01JQ2,FFUSOFDDR,DR,OMF,9,79.95
INF090I01JR0,FFUSOFDGR,GR,OMF,9,79.95
INF090I01EV3,FFUSOFDP,DP,OMF,9,71.25
INF090I01EU5,FFUSOFDR,DR,OMF,9,71.25
INF194K01LO9,IDFCFRM,DP,GMF,10,10.3
INF194K01LN1,IDFCFRMR,DR,GMF,10,10.3
INF194K01LQ4,IDFCFRW,DR,GMF,10,10.13
INF090I01EW1,FFUSOFGR,GR,OMF,9,71.25
INF090I01WO0,FIBAFDP,DP,OMF,9,13.48
INF090I01WP7,FIBAFDP,DR,OMF,9,13.48
INF090I01WR3,FIBAFDPD,DP,OMF,9,13.7
INF090I01WS1,FIBAFDPD,DR,OMF,9,13.7
INF090I01WN2,FIBAFGP,GR,OMF,9,13.92
INF090I01WQ5,FIBAFGPD,GR,OMF,9,14.44
INF090I01FO5,FIBCFDDP,DP,OMF,9,59.78
INF090I01FP2,FIBCFDDR,DR,OMF,9,59.78
INF090I01FN7,FIBCFDGP,GR,OMF,9,1123.11
INF090I01155,FIBCFDP,DP,OMF,9,51.72
INF090I01163,FIBCFDR,DR,OMF,9,51.72
INF090I01171,FIBCFGP,GR,OMF,9,1020.16
INF090I01KR8,FIBPDFDGP,GR,OMF,9,22.14
INF090I01KO5,FIBPDFGP,GR,OMF,9,21.24
INF761K01694,FIDD,DP,OMF,9,63.33
INF761K01686,FIDDRBAF,DR,OMF,9,63.33
INF761K01702,FIDG,GR,OMF,9,67.12
INF761K01728,FIDQ,DP,OMF,9,65.98
INF761K01710,FIDQRBAF,DR,OMF,9,65.98
INF090I01PA3,FIESF,GR,OMF,9,15.78
INF090I01PD7,FIESFDGR,GR,OMF,9,17.14
INF090I01OZ3,FIESFDP,DP,OMF,9,13.65
INF090I01OY6,FIESFDR,DR,OMF,9,13.65
INF090I01PJ4,FIESFQDP,DP,OMF,9,12.56
INF090I01PI6,FIESFQDR,DR,OMF,9,12.56
INF090I01IL5,FIFCAPDDP,DP,OMF,9,26.93
INF090I01IM3,FIFCAPDDR,DR,OMF,9,26.93
INF090I01IN1,FIFCAPDGP,GR,OMF,9,209.41
INF090I01189,FIFCAPDP,DP,OMF,9,23.73
INF090I01197,FIFCAPDR,DR,OMF,9,23.73
INF090I01205,FIFCAPGP,GR,OMF,9,191.65
INF090I01FF3,FIFDDP,DP,OMF,9,62.16
INF090I01FG1,FIFDDR,DR,OMF,9,62.16
INF090I01FE6,FIFDGP,GR,OMF,9,596.87
INF090I01759,FIFDP,DP,OMF,9,56.01
INF090I01767,FIFDR,DR,OMF,9,56.01
INF090I01KX6,FIFFEGFDGP,GR,OMF,9,11.91
INF090I01742,FIFGP,GR,OMF,9,546.42
INF090I01LN5,FIFRDP,DP,OMF,9,10.27
INF090I01LK1,FIFRGP,GR,OMF,9,41.8
INF090I01IU6,FIHGCFDDP,DP,OMF,9,46.39
INF090I01IV4,FIHGCFDDR,DR,OMF,9,46.39
INF090I01IW2,FIHGCFDGP,GR,OMF,9,122.11
INF090I01965,FIHGCFDP,DP,OMF,9,39.37
INF090I01973,FIHGCFDR,DR,OMF,9,39.37
INF090I01981,FIHGCFGP,GR,OMF,9,109.06
INF090I01GQ8,FIIFNSEDDP,DP,OMF,9,197.99
INF090I01GR6,FIIFNSEDDR,DR,OMF,9,197.99
INF090I01GS4,FIIFNSEDGP,GR,OMF,9,207.76
INF090I01874,FIIFNSEDP,DP,OMF,9,188.58
INF090I01882,FIIFNSEDR,DR,OMF,9,188.58
INF090I01890,FIIFNSEGP,GR,OMF,9,198.33
INF090I01LH7,FIMASDGR,GR,OMF,9,21.52
INF090I01LF1,FIMASDP,DP,OMF,9,19.21
INF090I01LG9,FIMASDR,DR,OMF,9,19.21
INF090I01LE4,FIMASGR,GR,OMF,9,19.21
INF090I01GD6,FIOFDDP,DP,OMF,9,47.87
INF090I01GE4,FIOFDDR,DR,OMF,9,47.87
INF090I01GC8,FIOFDGP,GR,OMF,9,276.23
INF090I01858,FIOFDP,DP,OMF,9,42.89
INF090I01866,FIOFDR,DR,OMF,9,42.89
INF090I01841,FIOFGP,GR,OMF,9,252.79
INF090I01FI7,FIPFDDP,DP,OMF,9,122.6
INF090I01FJ5,FIPFDDR,DR,OMF,9,122.6
INF090I01FH9,FIPFDGP,GR,OMF,9,3104.84
INF090I01726,FIPFDP,DP,OMF,9,102.72
INF090I01734,FIPFDR,DR,OMF,9,102.72
INF090I01809,FIPFGP,GR,OMF,9,2778.39
INF090I01FL1,FIPPDDP,DP,OMF,9,81.61
INF090I01FM9,FIPPDDR,DR,OMF,9,81.61
INF090I01FK3,FIPPDGP,GR,OMF,9,1824.72
INF090I01213,FIPPDP,DP,OMF,9,72.49
INF090I01221,FIPPDR,DR,OMF,9,72.49
INF090I01239,FIPPGP,GR,OMF,9,1648.8
INF090I01IO9,FISCFDDP,DP,OMF,9,66.6
INF090I01IP6,FISCFDDR,DR,OMF,9,66.6
INF090I01IQ4,FISCFDGP,GR,OMF,9,206.56
INF090I01544,FISCFDP,DP,OMF,9,56.54
INF194K01LK7,IDFCGFRD,DR,GMF,10,10.1
INF194K01EH8,IDFCGQB,DP,GMF,10,11.6
INF194K01EG0,IDFCGQBR,DR,GMF,10,11.6
INF194K01FA0,IDFCGSG,GR,GMF,10,43
INF194KB1314,IDFCONF,GR,GMF,5,1314.62
INF194KB1447,IDFCONFDG,GR,GMF,5,1322.94
INF090I01551,FISCFDR,DR,OMF,9,56.54
INF090I01569,FISCFGP,GR,OMF,9,183.63
INF090I01JT6,FITAXDDP,DP,OMF,9,84
INF090I01JU4,FITAXDDR,DR,OMF,9,84
INF090I01JS8,FITAXDGR,GR,OMF,9,1658.92
INF090I01783,FITAXDP,DP,OMF,9,72.83
INF090I01791,FITAXDR,DR,OMF,9,72.83
INF090I01775,FITAXGR,GR,OMF,9,1496.74
INF677K01015,FIVFD,DR,OMF,9,57.9
INF677K01023,FIVFG,GR,OMF,9,110.48
INF677K01213,FIVFP,DP,OMF,9,57.9
INF789F1ACR7,FRFRPADP,DP,OMF,9,1350.35
INF789F1ACS5,FRFRPADR,DR,OMF,9,1350.35
INF789F1ACO4,FRFRPGRO,GR,OMF,9,1421.89
INF204K01OQ5,FRWDRMF,DP,OMF,9,10.34
INF204K01CJ5,FRWDRMF,DR,OMF,9,10.34
INF677K01478,FSID,DR,OMF,9,10.39
INF677K01452,FSIG,GR,OMF,9,26.89
INF677K01460,FSIP,DP,OMF,9,10.39
INF677K01064,FTAFG,GR,OMF,9,137
INF677K01072,FTAFP,DP,OMF,9,32.18
INF251K01RX5,FTDGG,GR,OMF,9,11.24
INF090I01HT0,FTDPEFDDP,DP,OMF,9,53.26
INF090I01HU8,FTDPEFDDR,DR,OMF,9,53.26
INF090I01HV6,FTDPEFDGP,GR,OMF,9,180.51
INF090I01247,FTDPEFDP,DP,OMF,9,45.32
INF090I01254,FTDPEFDR,DR,OMF,9,45.32
INF090I01262,FTDPEFGP,GR,OMF,9,160.78
INF090I01GA2,FTIBFDDP,DP,OMF,9,36.6
INF090I01GB0,FTIBFDDR,DR,OMF,9,36.6
INF090I01FZ1,FTIBFDGP,GR,OMF,9,301.89
INF090I01825,FTIBFDP,DP,OMF,9,31.07
INF090I01833,FTIBFDR,DR,OMF,9,31.07
INF090I01817,FTIBFGP,GR,OMF,9,266.3
INF090I01GF1,FTIMIPADGP,GR,OMF,9,94.87
INF090I01EA7,FTIMIPAGP,GR,OMF,9,86.77
INF090I01EB5,FTIMIPAMDP,DP,OMF,9,13.51
INF090I01EC3,FTIMIPAMDR,DR,OMF,9,13.51
INF090I01ED1,FTIMIPAQDP,DP,OMF,9,12.53
INF090I01EE9,FTIMIPAQDR,DR,OMF,9,12.53
INF251K01RU1,FTRGG,GR,OMF,9,11.18
INF251K01QZ2,FXDGG,GR,OMF,9,16.66
INF251K01QX7,FXRDD,DP,OMF,9,16.12
INF251K01QY5,FXRDR,DR,OMF,9,16.12
INF251K01QW9,FXRGG,GR,OMF,9,16.12
INF194KA12K7,G326,DP,OMF,9,10.65
INF846K01X14,GAD1D,DP,OMF,9,17.87
INF846K01X22,GAD1R,DR,OMF,9,17.87
INF846K01X06,GADGG,GR,OMF,9,17.87
INF846K01X48,GADPD,DP,OMF,9,17.1
INF846K01X55,GADPR,DR,OMF,9,17.1
INF846K01X30,GAGPG,GR,OMF,9,17.1
INF767K01EI9,GFD1D,DP,OMF,9,39.96
INF767K01EK5,GFD1R,DR,OMF,9,39.96
INF090I01GW6,GFDDP,DP,OMF,9,131.49
INF090I01GX4,GFDDR,DR,OMF,9,131.49
INF090I01GY2,GFDGP,GR,OMF,9,816.09
INF090I01270,GFDP,DP,OMF,9,115.23
INF767K01097,GFDPD,DP,OMF,9,34
INF767K01089,GFDPR,DR,OMF,9,34
INF090I01288,GFDR,DR,OMF,9,115.23
INF767K01EJ7,GFG1G,GR,OMF,9,63.45
INF090I01296,GFGP,GR,OMF,9,738.26
INF767K01105,GFGPG,GR,OMF,9,56.29
INF397L01992,GFOF,GR,OMF,9,20.29
INF200K01HB9,GOLDFOFDP,DP,OMF,9,22.76
INF200K01HC7,GOLDFOFDR,DR,OMF,9,22.76
INF200K01HA1,GOLDFOFGR,GR,OMF,9,22.76
INF247L01AQ1,GSGDG,GR,OMF,9,11.71
INF247L01AR9,GSGPG,GR,OMF,9,11.68
INF179K01VM3,H01RTDR,DR,OMF,9,97.57
INF179K01VL5,H01TDP,DP,OMF,9,97.57
INF179K01UT0,H02TGR,GR,OMF,9,2062.95
INF179KC1BY3,H100DGHMF,GR,OMF,9,15.16
INF179KC1BZ0,H100RGHMF,GR,OMF,9,14.95
INF179K01WB4,H12TGR,GR,OMF,9,94.05
INF179KC1CA1,H200DGHMF,GR,OMF,9,16.97
INF179KC1CB9,H200RGHMF,GR,OMF,9,16.75
INF179K01WI9,H30TGR,GR,OMF,9,57.59
INF179K01YR6,H31RTDR,DR,OMF,9,105.97
INF179K01YQ8,H31TDP,DP,OMF,9,105.97
INF179K01YS4,H32TGR,GR,OMF,9,1466.52
INF179K01YU0,H41RTDR,DR,OMF,9,74.34
INF179K01YT2,H41TDP,DP,OMF,9,74.34
INF179K01YV8,H44TGR,GR,OMF,9,1239.44
INF179K01VF7,H54TGR,GR,OMF,9,59.22
INF179K01VH3,H60RTDR,DR,OMF,9,10.19
